sequence_id,species,label,negative_type,cv_group,split,fold
Ath_P_AT1G24480_1,Ath,1,,CVG008356,all,0
Ath_P_AT1G24881_1,Ath,1,,CVG008357,all,4
Ath_P_AT1G25112_1,Ath,1,,CVG002134,all,0
Ath_P_AT1G25145_1,Ath,1,,CVG008358,all,3
Ath_P_AT1G25180_1,Ath,1,,CVG008359,all,3
Ath_P_AT1G25375_1,Ath,1,,CVG008360,all,4
Ath_P_AT1G25390_1,Ath,1,,CVG008361,all,1
Ath_P_AT1G25500_1,Ath,1,,CVG001014,all,2
Ath_P_AT1G25530_1,Ath,1,,CVG002135,all,3
Ath_P_AT1G25682_1,Ath,1,,CVG008362,all,2
Ath_P_AT1G26240_1,Ath,1,,CVG008363,all,4
Ath_P_AT1G26250_1,Ath,1,,CVG002136,all,2
Ath_P_AT1G26270_1,Ath,1,,CVG002137,all,2
Ath_P_AT1G26310_1,Ath,1,,CVG000190,all,0
Ath_P_AT1G26370_1,Ath,1,,CVG008364,all,1
Ath_P_AT1G26480_1,Ath,1,,CVG002138,all,4
Ath_P_AT1G26530_1,Ath,1,,CVG008365,all,2
Ath_P_AT1G26550_1,Ath,1,,CVG008366,all,1
Ath_P_AT1G26600_1,Ath,1,,CVG008367,all,1
Ath_P_AT1G26660_1,Ath,1,,CVG008368,all,3
Ath_P_AT1G26700_1,Ath,1,,CVG002139,all,3
Ath_P_AT1G26761_1,Ath,1,,CVG002140,all,4
Ath_P_AT1G26795_1,Ath,1,,CVG008369,all,0
Ath_P_AT1G26800_1,Ath,1,,CVG002141,all,2
Ath_P_AT1G26890_1,Ath,1,,CVG008370,all,4
Ath_P_AT1G26940_1,Ath,1,,CVG000548,all,3
Ath_P_AT1G27020_1,Ath,1,,CVG002142,all,2
Ath_P_AT1G27030_1,Ath,1,,CVG008371,all,1
Ath_P_AT1G27060_1,Ath,1,,CVG008372,all,1
Ath_P_AT1G27100_1,Ath,1,,CVG008373,all,2
Ath_P_AT1G27110_1,Ath,1,,CVG002143,all,1
Ath_P_AT1G27170_1,Ath,1,,CVG002144,all,4
Ath_P_AT1G27200_1,Ath,1,,CVG000931,all,2
Ath_P_AT1G27210_1,Ath,1,,CVG008374,all,0
Ath_P_AT1G27330_1,Ath,1,,CVG002145,all,0
Ath_P_AT1G27340_1,Ath,1,,CVG002146,all,1
Ath_P_AT1G27380_1,Ath,1,,CVG000240,all,3
Ath_P_AT1G27400_1,Ath,1,,CVG008375,all,3
Ath_P_AT1G27410_1,Ath,1,,CVG008376,all,0
Ath_P_AT1G27461_1,Ath,1,,CVG008377,all,2
Ath_P_AT1G27620_1,Ath,1,,CVG000404,all,0
Ath_P_AT1G27670_1,Ath,1,,CVG002147,all,4
Ath_P_AT1G27680_1,Ath,1,,CVG002148,all,0
Ath_P_AT1G27695_1,Ath,1,,CVG008378,all,1
Ath_P_AT1G27760_1,Ath,1,,CVG002149,all,0
Ath_P_AT1G27840_1,Ath,1,,CVG002150,all,2
Ath_P_AT1G27880_1,Ath,1,,CVG002151,all,3
Ath_P_AT1G27910_1,Ath,1,,CVG008379,all,1
Ath_P_AT1G28010_1,Ath,1,,CVG002152,all,3
Ath_P_AT1G28080_1,Ath,1,,CVG001107,all,1
Ath_P_AT1G28090_1,Ath,1,,CVG008380,all,4
Ath_P_AT1G28135_1,Ath,1,,CVG002153,all,4
Ath_P_AT1G28140_1,Ath,1,,CVG002154,all,4
Ath_P_AT1G28150_1,Ath,1,,CVG002155,all,4
Ath_P_AT1G28250_1,Ath,1,,CVG000909,all,0
Ath_P_AT1G28300_1,Ath,1,,CVG000896,all,2
Ath_P_AT1G28304_1,Ath,1,,CVG002156,all,1
Ath_P_AT1G28305_1,Ath,1,,CVG007633,all,1
Ath_P_AT1G28390_1,Ath,1,,CVG002157,all,2
Ath_P_AT1G28430_1,Ath,1,,CVG008381,all,0
Ath_P_AT1G28590_1,Ath,1,,CVG002158,all,2
Ath_P_AT1G28660_1,Ath,1,,CVG008382,all,0
Ath_P_AT1G28815_1,Ath,1,,CVG008383,all,1
Ath_P_AT1G29020_1,Ath,1,,CVG008384,all,3
Ath_P_AT1G29040_1,Ath,1,,CVG002159,all,3
Ath_P_AT1G29150_1,Ath,1,,CVG008385,all,3
Ath_P_AT1G29300_1,Ath,1,,CVG008386,all,0
Ath_P_AT1G29310_1,Ath,1,,CVG002160,all,0
Ath_P_AT1G29400_1,Ath,1,,CVG002161,all,1
Ath_P_AT1G29410_1,Ath,1,,CVG002162,all,1
Ath_P_AT1G29450_1,Ath,1,,CVG008387,all,2
Ath_P_AT1G29540_1,Ath,1,,CVG008388,all,1
Ath_P_AT1G29600_1,Ath,1,,CVG002163,all,4
Ath_P_AT1G29730_1,Ath,1,,CVG002164,all,2
Ath_P_AT1G29770_1,Ath,1,,CVG002165,all,3
Ath_P_AT1G29810_1,Ath,1,,CVG000541,all,1
Ath_P_AT1G29830_1,Ath,1,,CVG002166,all,3
Ath_P_AT1G29850_1,Ath,1,,CVG008389,all,3
Ath_P_AT1G29890_1,Ath,1,,CVG000659,all,1
Ath_P_AT1G29950_1,Ath,1,,CVG008390,all,4
Ath_P_AT1G29965_1,Ath,1,,CVG008391,all,0
Ath_P_AT1G30000_1,Ath,1,,CVG002167,all,4
Ath_P_AT1G30020_1,Ath,1,,CVG008392,all,0
Ath_P_AT1G30120_1,Ath,1,,CVG002168,all,1
Ath_P_AT1G30200_1,Ath,1,,CVG008393,all,1
Ath_P_AT1G30320_1,Ath,1,,CVG008394,all,4
Ath_P_AT1G30330_1,Ath,1,,CVG002169,all,0
Ath_P_AT1G30380_1,Ath,1,,CVG002170,all,4
Ath_P_AT1G30550_1,Ath,1,,CVG001135,all,3
Ath_P_AT1G30590_1,Ath,1,,CVG002171,all,1
Ath_P_AT1G30600_1,Ath,1,,CVG002172,all,0
Ath_P_AT1G30710_1,Ath,1,,CVG008395,all,4
Ath_P_AT1G30840_1,Ath,1,,CVG008396,all,0
Ath_P_AT1G30850_1,Ath,1,,CVG008397,all,2
Ath_P_AT1G31190_1,Ath,1,,CVG002173,all,3
Ath_P_AT1G31250_1,Ath,1,,CVG002174,all,3
Ath_P_AT1G31330_1,Ath,1,,CVG001016,all,3
Ath_P_AT1G31335_1,Ath,1,,CVG002175,all,2
Ath_P_AT1G31360_1,Ath,1,,CVG002176,all,0
Ath_P_AT1G31420_1,Ath,1,,CVG002177,all,4
Ath_P_AT1G31450_1,Ath,1,,CVG008398,all,2
Ath_P_AT1G31540_1,Ath,1,,CVG000570,all,0
Ath_P_AT1G31800_1,Ath,1,,CVG002178,all,2
Ath_P_AT1G31830_1,Ath,1,,CVG008399,all,1
Ath_P_AT1G31870_1,Ath,1,,CVG000993,all,0
Ath_P_AT1G31970_1,Ath,1,,CVG008400,all,3
Ath_P_AT1G31990_1,Ath,1,,CVG008401,all,0
Ath_P_AT1G32090_1,Ath,1,,CVG000429,all,3
Ath_P_AT1G32130_1,Ath,1,,CVG008402,all,3
Ath_P_AT1G32200_1,Ath,1,,CVG008403,all,4
Ath_P_AT1G32210_1,Ath,1,,CVG002179,all,3
Ath_P_AT1G32240_1,Ath,1,,CVG000010,all,1
Ath_P_AT1G32260_1,Ath,1,,CVG002180,all,3
Ath_P_AT1G32300_1,Ath,1,,CVG008404,all,1
Ath_P_AT1G32400_1,Ath,1,,CVG008405,all,2
Ath_P_AT1G32410_1,Ath,1,,CVG008406,all,2
Ath_P_AT1G32470_1,Ath,1,,CVG002181,all,1
Ath_P_AT1G32540_1,Ath,1,,CVG001113,all,0
Ath_P_AT1G32570_1,Ath,1,,CVG008407,all,4
Ath_P_AT1G32585_1,Ath,1,,CVG008408,all,2
Ath_P_AT1G32860_1,Ath,1,,CVG002182,all,4
Ath_P_AT1G33055_1,Ath,1,,CVG008409,all,3
Ath_P_AT1G33060_1,Ath,1,,CVG008410,all,4
Ath_P_AT1G33080_1,Ath,1,,CVG008411,all,0
Ath_P_AT1G33100_1,Ath,1,,CVG008412,all,1
Ath_P_AT1G33290_1,Ath,1,,CVG008413,all,3
Ath_P_AT1G33410_1,Ath,1,,CVG000484,all,4
Ath_P_AT1G33490_1,Ath,1,,CVG008414,all,3
Ath_P_AT1G33520_1,Ath,1,,CVG008415,all,4
Ath_P_AT1G33540_1,Ath,1,,CVG002183,all,0
Ath_P_AT1G33600_1,Ath,1,,CVG008416,all,1
Ath_P_AT1G33800_1,Ath,1,,CVG002184,all,2
Ath_P_AT1G33810_1,Ath,1,,CVG002185,all,2
Ath_P_AT1G33811_1,Ath,1,,CVG008417,all,2
Ath_P_AT1G33980_1,Ath,1,,CVG000971,all,2
Ath_P_AT1G34010_1,Ath,1,,CVG000899,all,0
Ath_P_AT1G34040_1,Ath,1,,CVG002186,all,0
Ath_P_AT1G34110_1,Ath,1,,CVG000388,all,4
Ath_P_AT1G34200_1,Ath,1,,CVG008418,all,1
Ath_P_AT1G34460_1,Ath,1,,CVG002187,all,2
Ath_P_AT1G34575_1,Ath,1,,CVG008419,all,2
Ath_P_AT1G34750_1,Ath,1,,CVG002188,all,3
Ath_P_AT1G34770_1,Ath,1,,CVG008420,all,3
Ath_P_AT1G34780_1,Ath,1,,CVG002189,all,1
Ath_P_AT1G34790_1,Ath,1,,CVG008421,all,1
Ath_P_AT1G35140_1,Ath,1,,CVG008422,all,3
Ath_P_AT1G35330_1,Ath,1,,CVG008423,all,4
Ath_P_AT1G35340_1,Ath,1,,CVG002190,all,3
Ath_P_AT1G35610_1,Ath,1,,CVG008424,all,0
Ath_P_AT1G35910_1,Ath,1,,CVG008425,all,4
Ath_P_AT1G36050_1,Ath,1,,CVG008426,all,1
Ath_P_AT1G36070_1,Ath,1,,CVG000206,all,3
Ath_P_AT1G36310_1,Ath,1,,CVG008427,all,2
Ath_P_AT1G36320_1,Ath,1,,CVG008428,all,0
Ath_P_AT1G36370_1,Ath,1,,CVG008429,all,4
Ath_P_AT1G36380_1,Ath,1,,CVG008430,all,0
Ath_P_AT1G42550_1,Ath,1,,CVG002191,all,4
Ath_P_AT1G43630_1,Ath,1,,CVG008431,all,4
Ath_P_AT1G43690_1,Ath,1,,CVG008432,all,1
Ath_P_AT1G43790_1,Ath,1,,CVG002192,all,1
Ath_P_AT1G43890_1,Ath,1,,CVG008433,all,0
Ath_P_AT1G44010_1,Ath,1,,CVG002193,all,2
Ath_P_AT1G44350_1,Ath,1,,CVG002194,all,0
Ath_P_AT1G44414_1,Ath,1,,CVG002195,all,3
Ath_P_AT1G44608_1,Ath,1,,CVG002196,all,1
Ath_P_AT1G44900_1,Ath,1,,CVG002197,all,4
Ath_P_AT1G44960_1,Ath,1,,CVG000408,all,3
Ath_P_AT1G45000_1,Ath,1,,CVG008434,all,2
Ath_P_AT1G45010_1,Ath,1,,CVG002198,all,4
Ath_P_AT1G45015_1,Ath,1,,CVG008435,all,1
Ath_P_AT1G45201_1,Ath,1,,CVG002199,all,4
Ath_P_AT1G45207_1,Ath,1,,CVG002200,all,3
Ath_P_AT1G45223_1,Ath,1,,CVG002274,all,1
Ath_P_AT1G45233_1,Ath,1,,CVG008436,all,3
Ath_P_AT1G45249_1,Ath,1,,CVG008437,all,3
Ath_P_AT1G47200_1,Ath,1,,CVG002201,all,2
Ath_P_AT1G47271_1,Ath,1,,CVG002202,all,1
Ath_P_AT1G47390_1,Ath,1,,CVG008438,all,3
Ath_P_AT1G47395_1,Ath,1,,CVG002203,all,1
Ath_P_AT1G47470_1,Ath,1,,CVG002204,all,2
Ath_P_AT1G47550_1,Ath,1,,CVG002205,all,4
Ath_P_AT1G47570_1,Ath,1,,CVG008439,all,2
Ath_P_AT1G47640_1,Ath,1,,CVG008440,all,4
Ath_P_AT1G47690_1,Ath,1,,CVG002206,all,0
Ath_P_AT1G47720_1,Ath,1,,CVG002207,all,0
Ath_P_AT1G47740_1,Ath,1,,CVG002208,all,3
Ath_P_AT1G47813_1,Ath,1,,CVG002209,all,4
Ath_P_AT1G47840_1,Ath,1,,CVG002210,all,1
Ath_P_AT1G48040_1,Ath,1,,CVG002211,all,0
Ath_P_AT1G48110_1,Ath,1,,CVG002212,all,4
Ath_P_AT1G48280_1,Ath,1,,CVG002213,all,2
Ath_P_AT1G48320_1,Ath,1,,CVG002214,all,3
Ath_P_AT1G48380_1,Ath,1,,CVG002215,all,2
Ath_P_AT1G48540_1,Ath,1,,CVG008441,all,4
Ath_P_AT1G48640_1,Ath,1,,CVG002216,all,1
Ath_P_AT1G48660_1,Ath,1,,CVG008442,all,0
Ath_P_AT1G48745_1,Ath,1,,CVG007650,all,0
Ath_P_AT1G48900_1,Ath,1,,CVG000507,all,2
Ath_P_AT1G49010_1,Ath,1,,CVG002217,all,4
Ath_P_AT1G49030_1,Ath,1,,CVG002218,all,2
Ath_P_AT1G49050_1,Ath,1,,CVG002219,all,3
Ath_P_AT1G49150_1,Ath,1,,CVG008443,all,4
Ath_P_AT1G49240_1,Ath,1,,CVG002220,all,0
Ath_P_AT1G49245_1,Ath,1,,CVG002221,all,0
Ath_P_AT1G49360_1,Ath,1,,CVG008444,all,1
Ath_P_AT1G49410_1,Ath,1,,CVG002222,all,4
Ath_P_AT1G49480_1,Ath,1,,CVG002223,all,4
Ath_P_AT1G49520_1,Ath,1,,CVG008445,all,0
Ath_P_AT1G49590_1,Ath,1,,CVG002224,all,1
Ath_P_AT1G49620_1,Ath,1,,CVG002225,all,1
Ath_P_AT1G49650_1,Ath,1,,CVG002226,all,0
Ath_P_AT1G49715_1,Ath,1,,CVG002227,all,1
Ath_P_AT1G49760_1,Ath,1,,CVG002228,all,1
Ath_P_AT1G49780_1,Ath,1,,CVG008446,all,0
Ath_P_AT1G49790_1,Ath,1,,CVG000912,all,2
Ath_P_AT1G49830_1,Ath,1,,CVG002229,all,4
Ath_P_AT1G49840_1,Ath,1,,CVG001097,all,1
Ath_P_AT1G49930_1,Ath,1,,CVG002230,all,2
Ath_P_AT1G49975_1,Ath,1,,CVG008447,all,0
Ath_P_AT1G50010_1,Ath,1,,CVG002231,all,1
Ath_P_AT1G50040_1,Ath,1,,CVG002232,all,3
Ath_P_AT1G50110_1,Ath,1,,CVG002233,all,3
Ath_P_AT1G50190_1,Ath,1,,CVG000585,all,1
Ath_P_AT1G50200_1,Ath,1,,CVG002234,all,0
Ath_P_AT1G50250_1,Ath,1,,CVG008448,all,4
Ath_P_AT1G50325_1,Ath,1,,CVG008449,all,1
Ath_P_AT1G50490_1,Ath,1,,CVG008450,all,0
Ath_P_AT1G50620_1,Ath,1,,CVG002235,all,3
Ath_P_AT1G50630_1,Ath,1,,CVG000531,all,0
Ath_P_AT1G50640_1,Ath,1,,CVG002236,all,2
Ath_P_AT1G50670_1,Ath,1,,CVG002237,all,1
Ath_P_AT1G50700_1,Ath,1,,CVG002238,all,0
Ath_P_AT1G50720_1,Ath,1,,CVG008451,all,2
Ath_P_AT1G50890_1,Ath,1,,CVG008452,all,2
Ath_P_AT1G50930_1,Ath,1,,CVG008453,all,3
Ath_P_AT1G51030_1,Ath,1,,CVG008454,all,3
Ath_P_AT1G51040_1,Ath,1,,CVG002239,all,3
Ath_P_AT1G51100_1,Ath,1,,CVG008455,all,4
Ath_P_AT1G51160_1,Ath,1,,CVG002240,all,3
Ath_P_AT1G51190_1,Ath,1,,CVG008456,all,3
Ath_P_AT1G51270_1,Ath,1,,CVG000098,all,3
Ath_P_AT1G51380_1,Ath,1,,CVG002241,all,0
Ath_P_AT1G51440_1,Ath,1,,CVG008457,all,0
Ath_P_AT1G51500_1,Ath,1,,CVG008458,all,0
Ath_P_AT1G51510_1,Ath,1,,CVG007641,all,2
Ath_P_AT1G51550_1,Ath,1,,CVG002242,all,2
Ath_P_AT1G51720_1,Ath,1,,CVG008459,all,1
Ath_P_AT1G51800_1,Ath,1,,CVG008460,all,2
Ath_P_AT1G51840_1,Ath,1,,CVG008461,all,2
Ath_P_AT1G51880_1,Ath,1,,CVG008462,all,2
Ath_P_AT1G51913_1,Ath,1,,CVG002243,all,4
Ath_P_AT1G51940_1,Ath,1,,CVG002244,all,0
Ath_P_AT1G52070_1,Ath,1,,CVG002245,all,3
Ath_P_AT1G52120_1,Ath,1,,CVG002246,all,1
Ath_P_AT1G52260_1,Ath,1,,CVG008463,all,4
Ath_P_AT1G52270_1,Ath,1,,CVG002247,all,2
Ath_P_AT1G52280_1,Ath,1,,CVG001079,all,1
Ath_P_AT1G52590_1,Ath,1,,CVG002248,all,2
Ath_P_AT1G52690_1,Ath,1,,CVG008464,all,3
Ath_P_AT1G52700_1,Ath,1,,CVG000227,all,0
Ath_P_AT1G52780_1,Ath,1,,CVG008465,all,0
Ath_P_AT1G52790_1,Ath,1,,CVG002249,all,3
Ath_P_AT1G52820_1,Ath,1,,CVG002250,all,1
Ath_P_AT1G52830_1,Ath,1,,CVG008466,all,1
Ath_P_AT1G52855_1,Ath,1,,CVG002251,all,2
Ath_P_AT1G52870_1,Ath,1,,CVG008467,all,1
Ath_P_AT1G53000_1,Ath,1,,CVG008468,all,0
Ath_P_AT1G53080_1,Ath,1,,CVG008469,all,3
Ath_P_AT1G53300_1,Ath,1,,CVG008470,all,3
Ath_P_AT1G53330_1,Ath,1,,CVG000219,all,4
Ath_P_AT1G53345_1,Ath,1,,CVG000671,all,0
Ath_P_AT1G53400_1,Ath,1,,CVG008471,all,1
Ath_P_AT1G53640_1,Ath,1,,CVG000097,all,0
Ath_P_AT1G53790_1,Ath,1,,CVG002252,all,2
Ath_P_AT1G53830_1,Ath,1,,CVG008472,all,1
Ath_P_AT1G53920_1,Ath,1,,CVG002253,all,4
Ath_P_AT1G54050_1,Ath,1,,CVG008473,all,4
Ath_P_AT1G54060_1,Ath,1,,CVG002254,all,0
Ath_P_AT1G54100_1,Ath,1,,CVG000913,all,0
Ath_P_AT1G54130_1,Ath,1,,CVG007589,all,4
Ath_P_AT1G54150_1,Ath,1,,CVG002255,all,4
Ath_P_AT1G54260_1,Ath,1,,CVG008474,all,0
Ath_P_AT1G54300_1,Ath,1,,CVG001115,all,1
Ath_P_AT1G54360_1,Ath,1,,CVG008475,all,2
Ath_P_AT1G54380_1,Ath,1,,CVG000286,all,2
Ath_P_AT1G54390_1,Ath,1,,CVG002256,all,3
Ath_P_AT1G54510_1,Ath,1,,CVG008476,all,0
Ath_P_AT1G54650_1,Ath,1,,CVG008477,all,2
Ath_P_AT1G55020_1,Ath,1,,CVG008478,all,2
Ath_P_AT1G55060_1,Ath,1,,CVG001101,all,0
Ath_P_AT1G55080_1,Ath,1,,CVG002257,all,0
Ath_P_AT1G55120_1,Ath,1,,CVG002258,all,4
Ath_P_AT1G55152_1,Ath,1,,CVG008479,all,3
Ath_P_AT1G55170_1,Ath,1,,CVG000544,all,0
Ath_P_AT1G55230_1,Ath,1,,CVG008480,all,4
Ath_P_AT1G55360_1,Ath,1,,CVG002259,all,3
Ath_P_AT1G55365_1,Ath,1,,CVG002260,all,1
Ath_P_AT1G55420_1,Ath,1,,CVG002261,all,2
Ath_P_AT1G55450_1,Ath,1,,CVG000589,all,4
Ath_P_AT1G55500_1,Ath,1,,CVG008481,all,0
Ath_P_AT1G55520_1,Ath,1,,CVG008482,all,1
Ath_P_AT1G55570_1,Ath,1,,CVG008483,all,1
Ath_P_AT1G55620_1,Ath,1,,CVG008484,all,1
Ath_P_AT1G55690_1,Ath,1,,CVG008485,all,3
Ath_P_AT1G55820_1,Ath,1,,CVG002262,all,4
Ath_P_AT1G55890_1,Ath,1,,CVG008486,all,4
Ath_P_AT1G55915_1,Ath,1,,CVG000207,all,1
Ath_P_AT1G55930_1,Ath,1,,CVG002263,all,3
Ath_P_AT1G55960_1,Ath,1,,CVG008487,all,0
Ath_P_AT1G56000_1,Ath,1,,CVG002264,all,1
Ath_P_AT1G56010_1,Ath,1,,CVG008488,all,2
Ath_P_AT1G56090_1,Ath,1,,CVG008489,all,1
Ath_P_AT1G56100_1,Ath,1,,CVG000763,all,0
Ath_P_AT1G56140_1,Ath,1,,CVG002265,all,3
Ath_P_AT1G56200_1,Ath,1,,CVG008490,all,2
Ath_P_AT1G56310_1,Ath,1,,CVG002266,all,2
Ath_P_AT1G56385_1,Ath,1,,CVG008491,all,0
Ath_P_AT1G56415_1,Ath,1,,CVG008492,all,3
Ath_P_AT1G56440_1,Ath,1,,CVG002267,all,0
Ath_P_AT1G56450_1,Ath,1,,CVG008493,all,3
Ath_P_AT1G56553_1,Ath,1,,CVG002268,all,1
Ath_P_AT1G56560_1,Ath,1,,CVG002269,all,3
Ath_P_AT1G56580_1,Ath,1,,CVG002270,all,2
Ath_P_AT1G56610_1,Ath,1,,CVG002271,all,3
Ath_P_AT1G56700_1,Ath,1,,CVG008494,all,0
Ath_P_AT1G57620_1,Ath,1,,CVG008495,all,4
Ath_P_AT1G57650_1,Ath,1,,CVG002272,all,0
Ath_P_AT1G57700_1,Ath,1,,CVG002273,all,4
Ath_P_AT1G57775_1,Ath,1,,CVG002274,all,1
Ath_P_AT1G57860_1,Ath,1,,CVG008496,all,1
Ath_P_AT1G57943_1,Ath,1,,CVG002275,all,3
Ath_P_AT1G57990_1,Ath,1,,CVG002276,all,0
Ath_P_AT1G58007_1,Ath,1,,CVG008497,all,2
Ath_P_AT1G58025_1,Ath,1,,CVG002277,all,4
Ath_P_AT1G58122_1,Ath,1,,CVG008498,all,3
Ath_P_AT1G58280_1,Ath,1,,CVG008499,all,4
Ath_P_AT1G58410_1,Ath,1,,CVG008500,all,3
Ath_P_AT1G58470_1,Ath,1,,CVG008501,all,4
Ath_P_AT1G59171_1,Ath,1,,CVG002278,all,2
Ath_P_AT1G59510_1,Ath,1,,CVG002279,all,3
Ath_P_AT1G59520_1,Ath,1,,CVG000285,all,2
Ath_P_AT1G59530_1,Ath,1,,CVG008502,all,2
Ath_P_AT1G59620_1,Ath,1,,CVG002280,all,1
Ath_P_AT1G59640_1,Ath,1,,CVG008503,all,0
Ath_P_AT1G59750_1,Ath,1,,CVG002281,all,0
Ath_P_AT1G59950_1,Ath,1,,CVG008504,all,3
Ath_P_AT1G59980_1,Ath,1,,CVG002282,all,2
Ath_P_AT1G60080_1,Ath,1,,CVG002283,all,4
Ath_P_AT1G60090_1,Ath,1,,CVG002284,all,0
Ath_P_AT1G60140_1,Ath,1,,CVG008505,all,3
Ath_P_AT1G60440_1,Ath,1,,CVG008506,all,4
Ath_P_AT1G60550_1,Ath,1,,CVG008507,all,2
Ath_P_AT1G60600_1,Ath,1,,CVG002285,all,1
Ath_P_AT1G60610_1,Ath,1,,CVG008508,all,1
Ath_P_AT1G60670_1,Ath,1,,CVG000186,all,0
Ath_P_AT1G60680_1,Ath,1,,CVG002286,all,4
Ath_P_AT1G60700_1,Ath,1,,CVG002287,all,0
Ath_P_AT1G60740_1,Ath,1,,CVG002288,all,3
Ath_P_AT1G60783_1,Ath,1,,CVG008509,all,0
Ath_P_AT1G60790_1,Ath,1,,CVG002289,all,2
Ath_P_AT1G60830_1,Ath,1,,CVG008510,all,0
Ath_P_AT1G60860_1,Ath,1,,CVG008511,all,1
Ath_P_AT1G60890_1,Ath,1,,CVG008512,all,0
Ath_P_AT1G60970_1,Ath,1,,CVG008513,all,2
Ath_P_AT1G61050_1,Ath,1,,CVG008514,all,2
Ath_P_AT1G61070_1,Ath,1,,CVG002290,all,3
Ath_P_AT1G61100_1,Ath,1,,CVG002291,all,0
Ath_P_AT1G61215_1,Ath,1,,CVG008515,all,1
Ath_P_AT1G61255_1,Ath,1,,CVG002292,all,2
Ath_P_AT1G61280_1,Ath,1,,CVG002293,all,4
Ath_P_AT1G61340_1,Ath,1,,CVG008516,all,2
Ath_P_AT1G61350_1,Ath,1,,CVG008517,all,3
Ath_P_AT1G61360_1,Ath,1,,CVG008518,all,0
Ath_P_AT1G61480_1,Ath,1,,CVG002294,all,0
Ath_P_AT1G61500_1,Ath,1,,CVG008519,all,4
Ath_P_AT1G61560_1,Ath,1,,CVG002295,all,1
Ath_P_AT1G61570_1,Ath,1,,CVG008520,all,1
Ath_P_AT1G61590_1,Ath,1,,CVG000281,all,3
Ath_P_AT1G61600_1,Ath,1,,CVG008521,all,2
Ath_P_AT1G61610_1,Ath,1,,CVG008522,all,2
Ath_P_AT1G61667_1,Ath,1,,CVG001042,all,1
Ath_P_AT1G61750_1,Ath,1,,CVG002296,all,3
Ath_P_AT1G61770_1,Ath,1,,CVG002297,all,2
Ath_P_AT1G61780_1,Ath,1,,CVG008523,all,0
Ath_P_AT1G61820_1,Ath,1,,CVG008524,all,1
Ath_P_AT1G61860_1,Ath,1,,CVG008525,all,1
Ath_P_AT1G61920_1,Ath,1,,CVG008526,all,0
Ath_P_AT1G61930_1,Ath,1,,CVG002298,all,1
Ath_P_AT1G61950_1,Ath,1,,CVG008527,all,1
Ath_P_AT1G61960_1,Ath,1,,CVG002299,all,2
Ath_P_AT1G61980_1,Ath,1,,CVG001084,all,1
Ath_P_AT1G62010_1,Ath,1,,CVG008528,all,3
Ath_P_AT1G62020_1,Ath,1,,CVG002300,all,4
Ath_P_AT1G62130_1,Ath,1,,CVG002301,all,0
Ath_P_AT1G62180_1,Ath,1,,CVG001058,all,4
Ath_P_AT1G62262_1,Ath,1,,CVG008529,all,3
Ath_P_AT1G62280_1,Ath,1,,CVG002302,all,1
Ath_P_AT1G62310_1,Ath,1,,CVG008530,all,4
Ath_P_AT1G62370_1,Ath,1,,CVG008531,all,4
Ath_P_AT1G62480_1,Ath,1,,CVG002303,all,3
Ath_P_AT1G62590_1,Ath,1,,CVG008532,all,0
Ath_P_AT1G62600_1,Ath,1,,CVG001046,all,2
Ath_P_AT1G62630_1,Ath,1,,CVG008533,all,2
Ath_P_AT1G62690_1,Ath,1,,CVG008534,all,0
Ath_P_AT1G62700_1,Ath,1,,CVG008535,all,3
Ath_P_AT1G62730_1,Ath,1,,CVG008536,all,1
Ath_P_AT1G62760_1,Ath,1,,CVG008537,all,4
Ath_P_AT1G62850_1,Ath,1,,CVG008538,all,2
Ath_P_AT1G63020_1,Ath,1,,CVG008539,all,1
Ath_P_AT1G63130_1,Ath,1,,CVG002304,all,3
Ath_P_AT1G63170_1,Ath,1,,CVG008540,all,0
Ath_P_AT1G63210_1,Ath,1,,CVG000621,all,2
Ath_P_AT1G63270_1,Ath,1,,CVG002305,all,1
Ath_P_AT1G63295_1,Ath,1,,CVG002306,all,4
Ath_P_AT1G63460_1,Ath,1,,CVG008541,all,2
Ath_P_AT1G63470_1,Ath,1,,CVG008542,all,4
Ath_P_AT1G63500_1,Ath,1,,CVG008543,all,2
Ath_P_AT1G63570_1,Ath,1,,CVG008544,all,3
Ath_P_AT1G63610_1,Ath,1,,CVG008545,all,3
Ath_P_AT1G63730_1,Ath,1,,CVG007604,all,1
Ath_P_AT1G63740_1,Ath,1,,CVG002307,all,4
Ath_P_AT1G63770_1,Ath,1,,CVG002308,all,4
Ath_P_AT1G63855_1,Ath,1,,CVG008546,all,0
Ath_P_AT1G63930_1,Ath,1,,CVG008547,all,3
Ath_P_AT1G63950_1,Ath,1,,CVG002309,all,2
Ath_P_AT1G64040_1,Ath,1,,CVG002310,all,2
Ath_P_AT1G64110_1,Ath,1,,CVG008548,all,1
Ath_P_AT1G64150_1,Ath,1,,CVG000949,all,2
Ath_P_AT1G64170_1,Ath,1,,CVG008549,all,1
Ath_P_AT1G64200_1,Ath,1,,CVG008550,all,2
Ath_P_AT1G64230_1,Ath,1,,CVG008551,all,4
Ath_P_AT1G64310_1,Ath,1,,CVG000107,all,3
Ath_P_AT1G64320_1,Ath,1,,CVG002311,all,3
Ath_P_AT1G64370_1,Ath,1,,CVG008552,all,0
Ath_P_AT1G64380_1,Ath,1,,CVG002312,all,1
Ath_P_AT1G64430_1,Ath,1,,CVG002313,all,0
